clade_or_herv,elements_within_herv_or_clade
Clade_79,LTR7-473_HERVH-613_int-2765_LTR7Y-6_LTR7B-89_LTR7C-42_LTR7A-3_MER66-11_MER66B-1_MER50-15_MER52-54_MER52C-1_HERV1-30_LTRd-1_I-50_PABL-37_B-37_LTR9-5_HUERS-51_P3-50_HERVIP10F-43_LTR10A-19_Harlequin-4_LTR2-1_LTR10B2-8_HERVIP10B3-34_HERV3-43_LTR4-12_LTR13-8_HERVK13-9_HERVK11-44_MER11C-18_HERVL32-6_LTR32-4_ERVL47-6_LTR47A2-2_HERVI-13_LTR10D-5_LTR9C-6_P3b-1_LTR9B-1_LTRc-8_LTR61-11_PRIMA41-40_PRIMA4-22_LTR-10_HERVK22-100_MER57A-16_HERVK9-168_MER9a3-83_MER57D-1_ERV24B-17_Prim-39_LTR24B-9_LTR14-6_HERVKC4-8_HERVK-61_ERV24-22_HERVS71-37_LTR6B-20_HERVFH19-14_LTR19B-1_LTR46-22_HERVFH21-22_LTR21A-8_LTR21B-7_LTR21C-3_HERVH48-30_MER48-29_MER84-10_LTR14C-12_HERVK14C-12_LTR53-3_LTR47B4-1_LTR47B3-2_LTR47B2-1_LTR57-16_MER70-2_MER70C-1_LTR76-10_HERVL18-37_LTR18A-24_LTR18C-8_LTR18B-5_LTR17-104_HERV17-116_LTR12-35_HERV9N-36_HERV9-91_LTR12F-34_LTR12C-41_HERV9NC-85_HERV30-18_LTR12D-21_-23_LTR12B-4_HERVL-452_MLT2A2-144_LTR30-14_HERV4-35_LTR27E-8_LTR27D-9_LTR28B-4_LTR1D1-6_LTR28C-4_LTR9D-3_LTR9A1-10_LTR25-2_MER66A-1_MER51E-6_MER51A-16_ERVL-47_E-5_LTR41-1_MER41E-1_MER41C-18_MER66C-1_MER41D-2_LTR6A-17_LTRe-5_LTR15-12_HERV15-14_LTRa-2_B4-34_MER70B-1_HERVE-108_a-30_LTR2C-36_MER57C1-1_LTR39-2_MER83A-1_LTR10B1-10_LTR10G-10_HERVIP10FH-2_LTR10E-1_MER4E-2_MER4B-3_MER101-1_LOR1-4_LTR22-9_LTR5-26_Hs-26_MER110-1_HERVK11D-10_MER11D-10_LTR24-7_PRIMAX-1_MER89-2_MER57C2-1_LTR22C2-2_LTR22C0-17_LTR22E-17_LTR22B1-17_LTR22A-17_LTR22B-4_ERV3-2_16A3-2_MER34D-1_MER34-1_HERVK14-32_LTR14B-16_LTR14A-13_MER11A-13_MER11B-17_LTR5B-17_LTR5A-12_LTR45C-1_MER9B-5_MER9a2-41_MER9a1-29_LTR10B-3_LTR71A-14_HERVP71A-22_LTR71B-7_MLT2D-4_MLT2B4-6_MLT2A1-283_MLT2B2-2_MLT2B1-13_MLT2B3-1_MLT2C1-2_LOR1a-2_LTR3B-28_HERVK3-60_LTR3-12_LTR3A-20_LTRb-1_LTR66-1_HERVL66-1_LTR16-1_MER66D-3_LTR52-4_HERV-12_Fc2-2_Fc1-10_LTR1-4_MER57E3-1
ERV_4377030,ERV_4377030_LTR7_HERVH_int
Clade_80,LTR7-472_HERVH-612_int-2764_LTR7Y-6_LTR7B-89_LTR7C-42_LTR7A-3_MER66-11_MER66B-1_MER50-15_MER52-54_MER52C-1_HERV1-30_LTRd-1_I-50_PABL-37_B-37_LTR9-5_HUERS-51_P3-50_HERVIP10F-43_LTR10A-19_Harlequin-4_LTR2-1_LTR10B2-8_HERVIP10B3-34_HERV3-43_LTR4-12_LTR13-8_HERVK13-9_HERVK11-44_MER11C-18_HERVL32-6_LTR32-4_ERVL47-6_LTR47A2-2_HERVI-13_LTR10D-5_LTR9C-6_P3b-1_LTR9B-1_LTRc-8_LTR61-11_PRIMA41-40_PRIMA4-22_LTR-10_HERVK22-100_MER57A-16_HERVK9-168_MER9a3-83_MER57D-1_ERV24B-17_Prim-39_LTR24B-9_LTR14-6_HERVKC4-8_HERVK-61_ERV24-22_HERVS71-37_LTR6B-20_HERVFH19-14_LTR19B-1_LTR46-22_HERVFH21-22_LTR21A-8_LTR21B-7_LTR21C-3_HERVH48-30_MER48-29_MER84-10_LTR14C-12_HERVK14C-12_LTR53-3_LTR47B4-1_LTR47B3-2_LTR47B2-1_LTR57-16_MER70-2_MER70C-1_LTR76-10_HERVL18-37_LTR18A-24_LTR18C-8_LTR18B-5_LTR17-104_HERV17-116_LTR12-35_HERV9N-36_HERV9-91_LTR12F-34_LTR12C-41_HERV9NC-85_HERV30-18_LTR12D-21_-23_LTR12B-4_HERVL-452_MLT2A2-144_LTR30-14_HERV4-35_LTR27E-8_LTR27D-9_LTR28B-4_LTR1D1-6_LTR28C-4_LTR9D-3_LTR9A1-10_LTR25-2_MER66A-1_MER51E-6_MER51A-16_ERVL-47_E-5_LTR41-1_MER41E-1_MER41C-18_MER66C-1_MER41D-2_LTR6A-17_LTRe-5_LTR15-12_HERV15-14_LTRa-2_B4-34_MER70B-1_HERVE-108_a-30_LTR2C-36_MER57C1-1_LTR39-2_MER83A-1_LTR10B1-10_LTR10G-10_HERVIP10FH-2_LTR10E-1_MER4E-2_MER4B-3_MER101-1_LOR1-4_LTR22-9_LTR5-26_Hs-26_MER110-1_HERVK11D-10_MER11D-10_LTR24-7_PRIMAX-1_MER89-2_MER57C2-1_LTR22C2-2_LTR22C0-17_LTR22E-17_LTR22B1-17_LTR22A-17_LTR22B-4_ERV3-2_16A3-2_MER34D-1_MER34-1_HERVK14-32_LTR14B-16_LTR14A-13_MER11A-13_MER11B-17_LTR5B-17_LTR5A-12_LTR45C-1_MER9B-5_MER9a2-41_MER9a1-29_LTR10B-3_LTR71A-14_HERVP71A-22_LTR71B-7_MLT2D-4_MLT2B4-6_MLT2A1-283_MLT2B2-2_MLT2B1-13_MLT2B3-1_MLT2C1-2_LOR1a-2_LTR3B-28_HERVK3-60_LTR3-12_LTR3A-20_LTRb-1_LTR66-1_HERVL66-1_LTR16-1_MER66D-3_LTR52-4_HERV-12_Fc2-2_Fc1-10_LTR1-4_MER57E3-1
Clade_81,LTR7-2_HERVH-2_int-2
ERV_3044332,ERV_3044332_LTR7_HERVH_int
ERV_2506687,ERV_2506687_LTR7_HERVH_int
Clade_82,LTR7-470_HERVH-610_int-2762_LTR7Y-6_LTR7B-89_LTR7C-42_LTR7A-3_MER66-11_MER66B-1_MER50-15_MER52-54_MER52C-1_HERV1-30_LTRd-1_I-50_PABL-37_B-37_LTR9-5_HUERS-51_P3-50_HERVIP10F-43_LTR10A-19_Harlequin-4_LTR2-1_LTR10B2-8_HERVIP10B3-34_HERV3-43_LTR4-12_LTR13-8_HERVK13-9_HERVK11-44_MER11C-18_HERVL32-6_LTR32-4_ERVL47-6_LTR47A2-2_HERVI-13_LTR10D-5_LTR9C-6_P3b-1_LTR9B-1_LTRc-8_LTR61-11_PRIMA41-40_PRIMA4-22_LTR-10_HERVK22-100_MER57A-16_HERVK9-168_MER9a3-83_MER57D-1_ERV24B-17_Prim-39_LTR24B-9_LTR14-6_HERVKC4-8_HERVK-61_ERV24-22_HERVS71-37_LTR6B-20_HERVFH19-14_LTR19B-1_LTR46-22_HERVFH21-22_LTR21A-8_LTR21B-7_LTR21C-3_HERVH48-30_MER48-29_MER84-10_LTR14C-12_HERVK14C-12_LTR53-3_LTR47B4-1_LTR47B3-2_LTR47B2-1_LTR57-16_MER70-2_MER70C-1_LTR76-10_HERVL18-37_LTR18A-24_LTR18C-8_LTR18B-5_LTR17-104_HERV17-116_LTR12-35_HERV9N-36_HERV9-91_LTR12F-34_LTR12C-41_HERV9NC-85_HERV30-18_LTR12D-21_-23_LTR12B-4_HERVL-452_MLT2A2-144_LTR30-14_HERV4-35_LTR27E-8_LTR27D-9_LTR28B-4_LTR1D1-6_LTR28C-4_LTR9D-3_LTR9A1-10_LTR25-2_MER66A-1_MER51E-6_MER51A-16_ERVL-47_E-5_LTR41-1_MER41E-1_MER41C-18_MER66C-1_MER41D-2_LTR6A-17_LTRe-5_LTR15-12_HERV15-14_LTRa-2_B4-34_MER70B-1_HERVE-108_a-30_LTR2C-36_MER57C1-1_LTR39-2_MER83A-1_LTR10B1-10_LTR10G-10_HERVIP10FH-2_LTR10E-1_MER4E-2_MER4B-3_MER101-1_LOR1-4_LTR22-9_LTR5-26_Hs-26_MER110-1_HERVK11D-10_MER11D-10_LTR24-7_PRIMAX-1_MER89-2_MER57C2-1_LTR22C2-2_LTR22C0-17_LTR22E-17_LTR22B1-17_LTR22A-17_LTR22B-4_ERV3-2_16A3-2_MER34D-1_MER34-1_HERVK14-32_LTR14B-16_LTR14A-13_MER11A-13_MER11B-17_LTR5B-17_LTR5A-12_LTR45C-1_MER9B-5_MER9a2-41_MER9a1-29_LTR10B-3_LTR71A-14_HERVP71A-22_LTR71B-7_MLT2D-4_MLT2B4-6_MLT2A1-283_MLT2B2-2_MLT2B1-13_MLT2B3-1_MLT2C1-2_LOR1a-2_LTR3B-28_HERVK3-60_LTR3-12_LTR3A-20_LTRb-1_LTR66-1_HERVL66-1_LTR16-1_MER66D-3_LTR52-4_HERV-12_Fc2-2_Fc1-10_LTR1-4_MER57E3-1
ERV_1337971,ERV_1337971_LTR7_HERVH_int
Clade_83,LTR7-469_HERVH-609_int-2761_LTR7Y-6_LTR7B-89_LTR7C-42_LTR7A-3_MER66-11_MER66B-1_MER50-15_MER52-54_MER52C-1_HERV1-30_LTRd-1_I-50_PABL-37_B-37_LTR9-5_HUERS-51_P3-50_HERVIP10F-43_LTR10A-19_Harlequin-4_LTR2-1_LTR10B2-8_HERVIP10B3-34_HERV3-43_LTR4-12_LTR13-8_HERVK13-9_HERVK11-44_MER11C-18_HERVL32-6_LTR32-4_ERVL47-6_LTR47A2-2_HERVI-13_LTR10D-5_LTR9C-6_P3b-1_LTR9B-1_LTRc-8_LTR61-11_PRIMA41-40_PRIMA4-22_LTR-10_HERVK22-100_MER57A-16_HERVK9-168_MER9a3-83_MER57D-1_ERV24B-17_Prim-39_LTR24B-9_LTR14-6_HERVKC4-8_HERVK-61_ERV24-22_HERVS71-37_LTR6B-20_HERVFH19-14_LTR19B-1_LTR46-22_HERVFH21-22_LTR21A-8_LTR21B-7_LTR21C-3_HERVH48-30_MER48-29_MER84-10_LTR14C-12_HERVK14C-12_LTR53-3_LTR47B4-1_LTR47B3-2_LTR47B2-1_LTR57-16_MER70-2_MER70C-1_LTR76-10_HERVL18-37_LTR18A-24_LTR18C-8_LTR18B-5_LTR17-104_HERV17-116_LTR12-35_HERV9N-36_HERV9-91_LTR12F-34_LTR12C-41_HERV9NC-85_HERV30-18_LTR12D-21_-23_LTR12B-4_HERVL-452_MLT2A2-144_LTR30-14_HERV4-35_LTR27E-8_LTR27D-9_LTR28B-4_LTR1D1-6_LTR28C-4_LTR9D-3_LTR9A1-10_LTR25-2_MER66A-1_MER51E-6_MER51A-16_ERVL-47_E-5_LTR41-1_MER41E-1_MER41C-18_MER66C-1_MER41D-2_LTR6A-17_LTRe-5_LTR15-12_HERV15-14_LTRa-2_B4-34_MER70B-1_HERVE-108_a-30_LTR2C-36_MER57C1-1_LTR39-2_MER83A-1_LTR10B1-10_LTR10G-10_HERVIP10FH-2_LTR10E-1_MER4E-2_MER4B-3_MER101-1_LOR1-4_LTR22-9_LTR5-26_Hs-26_MER110-1_HERVK11D-10_MER11D-10_LTR24-7_PRIMAX-1_MER89-2_MER57C2-1_LTR22C2-2_LTR22C0-17_LTR22E-17_LTR22B1-17_LTR22A-17_LTR22B-4_ERV3-2_16A3-2_MER34D-1_MER34-1_HERVK14-32_LTR14B-16_LTR14A-13_MER11A-13_MER11B-17_LTR5B-17_LTR5A-12_LTR45C-1_MER9B-5_MER9a2-41_MER9a1-29_LTR10B-3_LTR71A-14_HERVP71A-22_LTR71B-7_MLT2D-4_MLT2B4-6_MLT2A1-283_MLT2B2-2_MLT2B1-13_MLT2B3-1_MLT2C1-2_LOR1a-2_LTR3B-28_HERVK3-60_LTR3-12_LTR3A-20_LTRb-1_LTR66-1_HERVL66-1_LTR16-1_MER66D-3_LTR52-4_HERV-12_Fc2-2_Fc1-10_LTR1-4_MER57E3-1
Clade_84,LTR7-15_HERVH-15_int-15
Clade_85,LTR7-8_HERVH-8_int-8
ERV_3033624,ERV_3033624_LTR7_HERVH_int
Clade_86,LTR7-7_HERVH-7_int-7
ERV_2078152,ERV_2078152_LTR7_HERVH_int
Clade_87,LTR7-6_HERVH-6_int-6
Clade_88,LTR7-2_HERVH-2_int-2
ERV_1487451,ERV_1487451_LTR7_HERVH_int
ERV_3260769,ERV_3260769_LTR7_HERVH_int
Clade_89,LTR7-4_HERVH-4_int-4
Clade_90,LTR7-2_HERVH-2_int-2
ERV_2087416,ERV_2087416_LTR7_HERVH_int
ERV_2955014,ERV_2955014_LTR7_HERVH_int
Clade_91,LTR7-2_HERVH-2_int-2
ERV_3498552,ERV_3498552_LTR7_HERVH_int
ERV_2801974,ERV_2801974_LTR7_HERVH_int
Clade_92,LTR7-7_HERVH-7_int-7
Clade_93,LTR7-5_HERVH-5_int-5
ERV_3267566,ERV_3267566_LTR7_HERVH_int
Clade_94,LTR7-4_HERVH-4_int-4
ERV_1905706,ERV_1905706_LTR7_HERVH_int
Clade_95,LTR7-3_HERVH-3_int-3
ERV_1401891,ERV_1401891_LTR7_HERVH_int
Clade_96,LTR7-2_HERVH-2_int-2
ERV_3034200,ERV_3034200_LTR7_HERVH_int
ERV_3303623,ERV_3303623_LTR7_HERVH_int
Clade_97,LTR7-2_HERVH-2_int-2
ERV_2951456,ERV_2951456_LTR7_HERVH_int
ERV_2606191,ERV_2606191_LTR7_HERVH_int
Clade_98,LTR7-454_HERVH-594_int-2746_LTR7Y-6_LTR7B-89_LTR7C-42_LTR7A-3_MER66-11_MER66B-1_MER50-15_MER52-54_MER52C-1_HERV1-30_LTRd-1_I-50_PABL-37_B-37_LTR9-5_HUERS-51_P3-50_HERVIP10F-43_LTR10A-19_Harlequin-4_LTR2-1_LTR10B2-8_HERVIP10B3-34_HERV3-43_LTR4-12_LTR13-8_HERVK13-9_HERVK11-44_MER11C-18_HERVL32-6_LTR32-4_ERVL47-6_LTR47A2-2_HERVI-13_LTR10D-5_LTR9C-6_P3b-1_LTR9B-1_LTRc-8_LTR61-11_PRIMA41-40_PRIMA4-22_LTR-10_HERVK22-100_MER57A-16_HERVK9-168_MER9a3-83_MER57D-1_ERV24B-17_Prim-39_LTR24B-9_LTR14-6_HERVKC4-8_HERVK-61_ERV24-22_HERVS71-37_LTR6B-20_HERVFH19-14_LTR19B-1_LTR46-22_HERVFH21-22_LTR21A-8_LTR21B-7_LTR21C-3_HERVH48-30_MER48-29_MER84-10_LTR14C-12_HERVK14C-12_LTR53-3_LTR47B4-1_LTR47B3-2_LTR47B2-1_LTR57-16_MER70-2_MER70C-1_LTR76-10_HERVL18-37_LTR18A-24_LTR18C-8_LTR18B-5_LTR17-104_HERV17-116_LTR12-35_HERV9N-36_HERV9-91_LTR12F-34_LTR12C-41_HERV9NC-85_HERV30-18_LTR12D-21_-23_LTR12B-4_HERVL-452_MLT2A2-144_LTR30-14_HERV4-35_LTR27E-8_LTR27D-9_LTR28B-4_LTR1D1-6_LTR28C-4_LTR9D-3_LTR9A1-10_LTR25-2_MER66A-1_MER51E-6_MER51A-16_ERVL-47_E-5_LTR41-1_MER41E-1_MER41C-18_MER66C-1_MER41D-2_LTR6A-17_LTRe-5_LTR15-12_HERV15-14_LTRa-2_B4-34_MER70B-1_HERVE-108_a-30_LTR2C-36_MER57C1-1_LTR39-2_MER83A-1_LTR10B1-10_LTR10G-10_HERVIP10FH-2_LTR10E-1_MER4E-2_MER4B-3_MER101-1_LOR1-4_LTR22-9_LTR5-26_Hs-26_MER110-1_HERVK11D-10_MER11D-10_LTR24-7_PRIMAX-1_MER89-2_MER57C2-1_LTR22C2-2_LTR22C0-17_LTR22E-17_LTR22B1-17_LTR22A-17_LTR22B-4_ERV3-2_16A3-2_MER34D-1_MER34-1_HERVK14-32_LTR14B-16_LTR14A-13_MER11A-13_MER11B-17_LTR5B-17_LTR5A-12_LTR45C-1_MER9B-5_MER9a2-41_MER9a1-29_LTR10B-3_LTR71A-14_HERVP71A-22_LTR71B-7_MLT2D-4_MLT2B4-6_MLT2A1-283_MLT2B2-2_MLT2B1-13_MLT2B3-1_MLT2C1-2_LOR1a-2_LTR3B-28_HERVK3-60_LTR3-12_LTR3A-20_LTRb-1_LTR66-1_HERVL66-1_LTR16-1_MER66D-3_LTR52-4_HERV-12_Fc2-2_Fc1-10_LTR1-4_MER57E3-1
Clade_99,LTR7-437_HERVH-575_int-2727_LTR7Y-5_LTR7B-89_LTR7C-42_LTR7A-3_MER66-11_MER66B-1_MER50-15_MER52-54_MER52C-1_HERV1-30_LTRd-1_I-50_PABL-37_B-37_LTR9-5_HUERS-51_P3-50_HERVIP10F-43_LTR10A-19_Harlequin-4_LTR2-1_LTR10B2-8_HERVIP10B3-34_HERV3-43_LTR4-12_LTR13-8_HERVK13-9_HERVK11-44_MER11C-18_HERVL32-6_LTR32-4_ERVL47-6_LTR47A2-2_HERVI-13_LTR10D-5_LTR9C-6_P3b-1_LTR9B-1_LTRc-8_LTR61-11_PRIMA41-40_PRIMA4-22_LTR-10_HERVK22-100_MER57A-16_HERVK9-168_MER9a3-83_MER57D-1_ERV24B-17_Prim-39_LTR24B-9_LTR14-6_HERVKC4-8_HERVK-61_ERV24-22_HERVS71-37_LTR6B-20_HERVFH19-14_LTR19B-1_LTR46-22_HERVFH21-22_LTR21A-8_LTR21B-7_LTR21C-3_HERVH48-30_MER48-29_MER84-10_LTR14C-12_HERVK14C-12_LTR53-3_LTR47B4-1_LTR47B3-2_LTR47B2-1_LTR57-16_MER70-2_MER70C-1_LTR76-10_HERVL18-37_LTR18A-24_LTR18C-8_LTR18B-5_LTR17-104_HERV17-116_LTR12-35_HERV9N-36_HERV9-91_LTR12F-34_LTR12C-41_HERV9NC-85_HERV30-18_LTR12D-21_-23_LTR12B-4_HERVL-452_MLT2A2-144_LTR30-14_HERV4-35_LTR27E-8_LTR27D-9_LTR28B-4_LTR1D1-6_LTR28C-4_LTR9D-3_LTR9A1-10_LTR25-2_MER66A-1_MER51E-6_MER51A-16_ERVL-47_E-5_LTR41-1_MER41E-1_MER41C-18_MER66C-1_MER41D-2_LTR6A-17_LTRe-5_LTR15-12_HERV15-14_LTRa-2_B4-34_MER70B-1_HERVE-108_a-30_LTR2C-36_MER57C1-1_LTR39-2_MER83A-1_LTR10B1-10_LTR10G-10_HERVIP10FH-2_LTR10E-1_MER4E-2_MER4B-3_MER101-1_LOR1-4_LTR22-9_LTR5-26_Hs-26_MER110-1_HERVK11D-10_MER11D-10_LTR24-7_PRIMAX-1_MER89-2_MER57C2-1_LTR22C2-2_LTR22C0-17_LTR22E-17_LTR22B1-17_LTR22A-17_LTR22B-4_ERV3-2_16A3-2_MER34D-1_MER34-1_HERVK14-32_LTR14B-16_LTR14A-13_MER11A-13_MER11B-17_LTR5B-17_LTR5A-12_LTR45C-1_MER9B-5_MER9a2-41_MER9a1-29_LTR10B-3_LTR71A-14_HERVP71A-22_LTR71B-7_MLT2D-4_MLT2B4-6_MLT2A1-283_MLT2B2-2_MLT2B1-13_MLT2B3-1_MLT2C1-2_LOR1a-2_LTR3B-28_HERVK3-60_LTR3-12_LTR3A-20_LTRb-1_LTR66-1_HERVL66-1_LTR16-1_MER66D-3_LTR52-4_HERV-12_Fc2-2_Fc1-10_LTR1-4_MER57E3-1
Clade_100,LTR7-436_HERVH-573_int-2725_LTR7Y-5_LTR7B-89_LTR7C-42_LTR7A-2_MER66-11_MER66B-1_MER50-15_MER52-54_MER52C-1_HERV1-30_LTRd-1_I-50_PABL-37_B-37_LTR9-5_HUERS-51_P3-50_HERVIP10F-43_LTR10A-19_Harlequin-4_LTR2-1_LTR10B2-8_HERVIP10B3-34_HERV3-43_LTR4-12_LTR13-8_HERVK13-9_HERVK11-44_MER11C-18_HERVL32-6_LTR32-4_ERVL47-6_LTR47A2-2_HERVI-13_LTR10D-5_LTR9C-6_P3b-1_LTR9B-1_LTRc-8_LTR61-11_PRIMA41-40_PRIMA4-22_LTR-10_HERVK22-100_MER57A-16_HERVK9-168_MER9a3-83_MER57D-1_ERV24B-17_Prim-39_LTR24B-9_LTR14-6_HERVKC4-8_HERVK-61_ERV24-22_HERVS71-37_LTR6B-20_HERVFH19-14_LTR19B-1_LTR46-22_HERVFH21-22_LTR21A-8_LTR21B-7_LTR21C-3_HERVH48-30_MER48-29_MER84-10_LTR14C-12_HERVK14C-12_LTR53-3_LTR47B4-1_LTR47B3-2_LTR47B2-1_LTR57-16_MER70-2_MER70C-1_LTR76-10_HERVL18-37_LTR18A-24_LTR18C-8_LTR18B-5_LTR17-104_HERV17-116_LTR12-35_HERV9N-36_HERV9-91_LTR12F-34_LTR12C-41_HERV9NC-85_HERV30-18_LTR12D-21_-23_LTR12B-4_HERVL-452_MLT2A2-144_LTR30-14_HERV4-35_LTR27E-8_LTR27D-9_LTR28B-4_LTR1D1-6_LTR28C-4_LTR9D-3_LTR9A1-10_LTR25-2_MER66A-1_MER51E-6_MER51A-16_ERVL-47_E-5_LTR41-1_MER41E-1_MER41C-18_MER66C-1_MER41D-2_LTR6A-17_LTRe-5_LTR15-12_HERV15-14_LTRa-2_B4-34_MER70B-1_HERVE-108_a-30_LTR2C-36_MER57C1-1_LTR39-2_MER83A-1_LTR10B1-10_LTR10G-10_HERVIP10FH-2_LTR10E-1_MER4E-2_MER4B-3_MER101-1_LOR1-4_LTR22-9_LTR5-26_Hs-26_MER110-1_HERVK11D-10_MER11D-10_LTR24-7_PRIMAX-1_MER89-2_MER57C2-1_LTR22C2-2_LTR22C0-17_LTR22E-17_LTR22B1-17_LTR22A-17_LTR22B-4_ERV3-2_16A3-2_MER34D-1_MER34-1_HERVK14-32_LTR14B-16_LTR14A-13_MER11A-13_MER11B-17_LTR5B-17_LTR5A-12_LTR45C-1_MER9B-5_MER9a2-41_MER9a1-29_LTR10B-3_LTR71A-14_HERVP71A-22_LTR71B-7_MLT2D-4_MLT2B4-6_MLT2A1-283_MLT2B2-2_MLT2B1-13_MLT2B3-1_MLT2C1-2_LOR1a-2_LTR3B-28_HERVK3-60_LTR3-12_LTR3A-20_LTRb-1_LTR66-1_HERVL66-1_LTR16-1_MER66D-3_LTR52-4_HERV-12_Fc2-2_Fc1-10_LTR1-4_MER57E3-1
Clade_101,LTR7-336_HERVH-473_int-2625_LTR7Y-5_LTR7B-88_LTR7C-42_LTR7A-2_MER66-11_MER66B-1_MER50-15_MER52-54_MER52C-1_HERV1-30_LTRd-1_I-50_PABL-37_B-37_LTR9-5_HUERS-51_P3-50_HERVIP10F-43_LTR10A-19_Harlequin-4_LTR2-1_LTR10B2-8_HERVIP10B3-34_HERV3-43_LTR4-12_LTR13-8_HERVK13-9_HERVK11-44_MER11C-18_HERVL32-6_LTR32-4_ERVL47-6_LTR47A2-2_HERVI-13_LTR10D-5_LTR9C-6_P3b-1_LTR9B-1_LTRc-8_LTR61-11_PRIMA41-40_PRIMA4-22_LTR-10_HERVK22-100_MER57A-16_HERVK9-168_MER9a3-83_MER57D-1_ERV24B-17_Prim-39_LTR24B-9_LTR14-6_HERVKC4-8_HERVK-61_ERV24-22_HERVS71-37_LTR6B-20_HERVFH19-14_LTR19B-1_LTR46-22_HERVFH21-22_LTR21A-8_LTR21B-7_LTR21C-3_HERVH48-30_MER48-29_MER84-10_LTR14C-12_HERVK14C-12_LTR53-3_LTR47B4-1_LTR47B3-2_LTR47B2-1_LTR57-16_MER70-2_MER70C-1_LTR76-10_HERVL18-37_LTR18A-24_LTR18C-8_LTR18B-5_LTR17-104_HERV17-116_LTR12-35_HERV9N-36_HERV9-91_LTR12F-34_LTR12C-41_HERV9NC-85_HERV30-18_LTR12D-21_-23_LTR12B-4_HERVL-452_MLT2A2-144_LTR30-14_HERV4-35_LTR27E-8_LTR27D-9_LTR28B-4_LTR1D1-6_LTR28C-4_LTR9D-3_LTR9A1-10_LTR25-2_MER66A-1_MER51E-6_MER51A-16_ERVL-47_E-5_LTR41-1_MER41E-1_MER41C-18_MER66C-1_MER41D-2_LTR6A-17_LTRe-5_LTR15-12_HERV15-14_LTRa-2_B4-34_MER70B-1_HERVE-108_a-30_LTR2C-36_MER57C1-1_LTR39-2_MER83A-1_LTR10B1-10_LTR10G-10_HERVIP10FH-2_LTR10E-1_MER4E-2_MER4B-3_MER101-1_LOR1-4_LTR22-9_LTR5-26_Hs-26_MER110-1_HERVK11D-10_MER11D-10_LTR24-7_PRIMAX-1_MER89-2_MER57C2-1_LTR22C2-2_LTR22C0-17_LTR22E-17_LTR22B1-17_LTR22A-17_LTR22B-4_ERV3-2_16A3-2_MER34D-1_MER34-1_HERVK14-32_LTR14B-16_LTR14A-13_MER11A-13_MER11B-17_LTR5B-17_LTR5A-12_LTR45C-1_MER9B-5_MER9a2-41_MER9a1-29_LTR10B-3_LTR71A-14_HERVP71A-22_LTR71B-7_MLT2D-4_MLT2B4-6_MLT2A1-283_MLT2B2-2_MLT2B1-13_MLT2B3-1_MLT2C1-2_LOR1a-2_LTR3B-28_HERVK3-60_LTR3-12_LTR3A-20_LTRb-1_LTR66-1_HERVL66-1_LTR16-1_MER66D-3_LTR52-4_HERV-12_Fc2-2_Fc1-10_LTR1-4_MER57E3-1
ERV_1882529,ERV_1882529_LTR7_HERVH_int
